,soil moisture,swvl1
2015-04-01 00:00:00,0.1811,0.2656978
2015-04-01 01:00:00,0.1813,0.2656978
2015-04-01 02:00:00,0.18,0.2656978
2015-04-01 03:00:00,0.1806,0.2656978
2015-04-01 04:00:00,0.1813,0.26568627
2015-04-01 05:00:00,0.1816,0.26567474
2015-04-01 06:00:00,0.1822,0.26567474
2015-04-01 07:00:00,0.183,0.26567474
2015-04-01 08:00:00,0.184,0.26567474
2015-04-01 09:00:00,0.1819,0.26565164
2015-04-01 10:00:00,0.1791,0.26565164
2015-04-01 11:00:00,0.1784,0.26565164
2015-04-01 12:00:00,0.1777,0.2656401
2015-04-01 13:00:00,0.1776,0.2656401
2015-04-01 14:00:00,0.1776,0.2656401
2015-04-01 15:00:00,0.1777,0.26562858
2015-04-01 16:00:00,0.1778,0.26562858
2015-04-01 17:00:00,0.1777,0.26562858
2015-04-01 18:00:00,0.1778,0.26562858
2015-04-01 19:00:00,0.1784,0.2656055
2015-04-01 20:00:00,0.17850000000000002,0.2656055
2015-04-01 21:00:00,0.1791,0.2656055
2015-04-01 22:00:00,0.17920000000000005,0.26559398
2015-04-01 23:00:00,0.1793,0.26559398
2015-04-02 00:00:00,0.17989999999999998,0.26559398
2015-04-02 01:00:00,0.1806,0.26559398
2015-04-02 02:00:00,0.1807,0.26559398
2015-04-02 03:00:00,0.1813,0.26559398
2015-04-02 04:00:00,0.1814,0.26559398
2015-04-02 05:00:00,0.1818,0.26559398
2015-04-02 06:00:00,0.182,0.26558244
2015-04-02 07:00:00,0.1821,0.26558244
2015-04-02 08:00:00,0.1821,0.26558244
2015-04-02 09:00:00,0.1822,0.26555938
2015-04-02 10:00:00,0.1828,0.26555938
2015-04-02 11:00:00,0.1828,0.26555938
2015-04-02 12:00:00,0.1824,0.26555938
2015-04-02 13:00:00,0.1823,0.2655478
2015-04-02 14:00:00,0.1827,0.2655478
2015-04-02 15:00:00,0.1835,0.2655478
2015-04-02 16:00:00,0.1839,0.2655363
2015-04-02 17:00:00,0.1843,0.2655363
2015-04-02 18:00:00,0.1845,0.2655363
2015-04-02 19:00:00,0.185,0.2655132
2015-04-02 20:00:00,0.1846,0.2655132
2015-04-02 21:00:00,0.185,0.2655132
2015-04-02 22:00:00,0.1851,0.2655132
2015-04-02 23:00:00,0.16870000000000002,0.2655132
2015-04-03 00:00:00,0.1689,0.2655132
2015-04-03 01:00:00,0.1691,0.2655132
2015-04-03 02:00:00,0.16920000000000002,0.26550168
2015-04-03 03:00:00,0.1693,0.26550168
2015-04-03 04:00:00,0.16940000000000002,0.26550168
2015-04-03 05:00:00,0.16940000000000002,0.26550168
2015-04-03 06:00:00,0.16940000000000002,0.26549014
2015-04-03 07:00:00,0.16940000000000002,0.26549014
2015-04-03 08:00:00,0.16940000000000002,0.26546708
2015-04-03 09:00:00,0.16940000000000002,0.26545554
2015-04-03 10:00:00,0.16940000000000002,0.26545554
2015-04-03 11:00:00,0.16940000000000002,0.26545554
2015-04-03 12:00:00,0.16940000000000002,0.26545554
2015-04-03 13:00:00,0.16940000000000002,0.265444
2015-04-03 14:00:00,0.16940000000000002,0.265444
2015-04-03 15:00:00,0.16940000000000002,0.2654209
2015-04-03 16:00:00,0.16949999999999998,0.2654209
2015-04-03 17:00:00,0.16940000000000002,0.2654094
2015-04-03 18:00:00,0.16949999999999998,0.2654094
2015-04-03 19:00:00,0.1696,0.26539785
2015-04-03 20:00:00,0.1697,0.26539785
2015-04-03 21:00:00,0.1696,0.26539785
2015-04-03 22:00:00,0.1699,0.26538629999999996
2015-04-03 23:00:00,0.1686,0.26538629999999996
2015-04-04 00:00:00,0.1686,0.26538629999999996
2015-04-04 01:00:00,0.1686,0.26536325
2015-04-04 02:00:00,0.1686,0.26536325
2015-04-04 03:00:00,0.1686,0.2653517
2015-04-04 04:00:00,0.1686,0.2653517
2015-04-04 05:00:00,0.16870000000000002,0.26534018
2015-04-04 06:00:00,0.16870000000000002,0.26534018
2015-04-04 07:00:00,0.16870000000000002,0.26534018
2015-04-04 08:00:00,0.16870000000000002,0.26534018
2015-04-04 09:00:00,0.1686,0.2653171
2015-04-04 10:00:00,0.1686,0.2653171
2015-04-04 11:00:00,0.1686,0.2653171
2015-04-04 12:00:00,0.1686,0.26530558
2015-04-04 13:00:00,0.1686,0.26529402
2015-04-04 14:00:00,0.1686,0.26529402
2015-04-04 15:00:00,0.1686,0.26529402
2015-04-04 16:00:00,0.1686,0.26529402
2015-04-04 17:00:00,0.1686,0.26529402
2015-04-04 18:00:00,0.16870000000000002,0.26530558
2015-04-04 19:00:00,0.16870000000000002,0.26530558
2015-04-04 20:00:00,0.16870000000000002,0.26530558
2015-04-04 21:00:00,0.16879999999999998,0.26529402
2015-04-04 22:00:00,0.16870000000000002,0.26529402
2015-04-04 23:00:00,0.4996,0.26529402
2015-04-05 00:00:00,0.4997,0.26529402
2015-04-05 01:00:00,0.4999,0.26529402
2015-04-05 02:00:00,0.5001,0.26527095
2015-04-05 03:00:00,0.4999,0.26527095
2015-04-05 04:00:00,0.4994,0.26527095
2015-04-05 05:00:00,0.4993,0.26525941
2015-04-05 06:00:00,0.4992,0.26525941
2015-04-05 07:00:00,0.4986,0.26525941
2015-04-05 08:00:00,0.4984,0.26524788
2015-04-05 09:00:00,0.4977,0.26524788
2015-04-05 10:00:00,0.4977,0.2652248
2015-04-05 11:00:00,0.4979,0.2652248
2015-04-05 12:00:00,0.4983,0.2652248
2015-04-05 13:00:00,0.4985,0.26521328
2015-04-05 14:00:00,0.4992,0.26521328
2015-04-05 15:00:00,0.5002,0.26521328
2015-04-05 16:00:00,0.5013000000000001,0.26520175
2015-04-05 17:00:00,0.5025,0.26520175
2015-04-05 18:00:00,0.5035000000000001,0.26517868
