date_time,soil moisture,sm_surface_analysis
2015-04-01 03:00:00,0.221,0.2638028
2015-04-01 06:00:00,0.218,0.26253137
2015-04-01 09:00:00,0.221,0.26594624
2015-04-01 12:00:00,0.219,0.26161435
2015-04-01 15:00:00,0.215,0.25643882
2015-04-01 18:00:00,0.212,0.25276944
2015-04-01 21:00:00,0.211,0.2499906
2015-04-02 00:00:00,0.21,0.24888909
2015-04-02 03:00:00,0.209,0.24687129999999996
2015-04-02 06:00:00,0.208,0.24415922
2015-04-02 09:00:00,0.207,0.24359454
2015-04-02 12:00:00,0.205,0.24431078
2015-04-02 15:00:00,0.203,0.24198495
2015-04-02 18:00:00,0.201,0.23931755
2015-04-02 21:00:00,0.201,0.23762114
2015-04-03 00:00:00,0.2,0.23667838
2015-04-03 03:00:00,0.2,0.23650591
2015-04-03 06:00:00,0.2,0.23579025
2015-04-03 09:00:00,0.199,0.2347138
2015-04-03 12:00:00,0.198,0.23327684
2015-04-03 15:00:00,0.196,0.23222874
2015-04-03 18:00:00,0.195,0.23174192
2015-04-03 21:00:00,0.194,0.23120956
2015-04-04 00:00:00,0.194,0.23088051
2015-04-04 03:00:00,0.194,0.23074712
2015-04-04 06:00:00,0.193,0.23043698
2015-04-04 09:00:00,0.193,0.23006056
2015-04-04 12:00:00,0.191,0.23041366
2015-04-04 15:00:00,0.189,0.23048061
2015-04-04 18:00:00,0.188,0.23042661
2015-04-04 21:00:00,0.187,0.2303279
2015-04-05 00:00:00,0.188,0.23020063
2015-04-05 03:00:00,0.187,0.2301156
2015-04-05 06:00:00,0.186,0.22967416
2015-04-05 09:00:00,0.187,0.22867382
2015-04-05 12:00:00,0.186,0.22730951
2015-04-05 15:00:00,0.185,0.22631149999999997
2015-04-05 18:00:00,0.184,0.22332752
2015-04-05 21:00:00,0.184,0.22599547
2015-04-06 00:00:00,0.184,0.2266237
2015-04-06 03:00:00,0.185,0.22717927
2015-04-06 06:00:00,0.185,0.22749834
2015-04-06 09:00:00,0.185,0.22807707
2015-04-06 12:00:00,0.184,0.22732605
2015-04-06 15:00:00,0.182,0.22703384
2015-04-06 18:00:00,0.18,0.22706904
2015-04-06 21:00:00,0.178,0.22702889
2015-04-07 00:00:00,0.179,0.22727396
2015-04-07 03:00:00,0.179,0.22713060000000002
2015-04-07 06:00:00,0.18,0.22697748
2015-04-07 09:00:00,0.179,0.22651565
2015-04-07 12:00:00,0.18,0.2253422
2015-04-07 15:00:00,0.179,0.2245091
2015-04-07 18:00:00,0.178,0.22152792
2015-04-07 21:00:00,0.177,0.22199309
2015-04-08 00:00:00,0.177,0.22239251
2015-04-08 03:00:00,0.178,0.22334087
2015-04-08 06:00:00,0.177,0.22750022
2015-04-08 09:00:00,0.177,0.22666802
2015-04-08 12:00:00,0.176,0.22590935
2015-04-08 15:00:00,0.172,0.22515093
2015-04-08 18:00:00,0.17,0.22418676
2015-04-08 21:00:00,0.169,0.22350208
2015-04-09 00:00:00,0.168,0.22262383
2015-04-09 03:00:00,0.169,0.22252679
2015-04-09 06:00:00,0.169,0.21784271
2015-04-09 09:00:00,0.169,0.21798581
