date_time,soil moisture,sm_surface_analysis
2015-04-01 03:00:00,0.526,0.27628216
2015-04-01 06:00:00,0.526,0.2753454
2015-04-01 09:00:00,0.525,0.27963075
2015-04-01 12:00:00,0.525,0.27406523
2015-04-01 15:00:00,0.507,0.26897517
2015-04-01 18:00:00,0.508,0.2657874
2015-04-01 21:00:00,0.509,0.26318017
2015-04-02 00:00:00,0.507,0.26314099999999996
2015-04-02 03:00:00,0.508,0.25997865
2015-04-02 06:00:00,0.506,0.2573092
2015-04-02 09:00:00,0.5,0.25781038
2015-04-02 12:00:00,0.495,0.260273
2015-04-02 15:00:00,0.49,0.2585633
2015-04-02 18:00:00,0.488,0.25625935
2015-04-02 21:00:00,0.487,0.25494203
2015-04-03 00:00:00,0.487,0.25401208
2015-04-03 03:00:00,0.487,0.25329813
2015-04-03 06:00:00,0.486,0.25269762
2015-04-03 09:00:00,0.486,0.25156847
2015-04-03 12:00:00,0.486,0.2500325
2015-04-03 15:00:00,0.485,0.24885327
2015-04-03 18:00:00,0.484,0.24794239
2015-04-03 21:00:00,0.483,0.24713449999999998
2015-04-04 00:00:00,0.481,0.24673857
2015-04-04 03:00:00,0.482,0.24645193
2015-04-04 06:00:00,0.482,0.24588211
2015-04-04 09:00:00,0.484,0.24564713
2015-04-04 12:00:00,0.484,0.24624117
2015-04-04 15:00:00,0.483,0.24596289999999998
2015-04-04 18:00:00,0.483,0.24555391
2015-04-04 21:00:00,0.484,0.24552882
2015-04-05 00:00:00,0.483,0.24572532
2015-04-05 03:00:00,0.485,0.24578351
2015-04-05 06:00:00,0.486,0.24544002
2015-04-05 09:00:00,0.488,0.24455409
2015-04-05 12:00:00,0.486,0.24333286
2015-04-05 15:00:00,0.485,0.24267276
2015-04-05 18:00:00,0.485,0.24403717
2015-04-05 21:00:00,0.486,0.24703699999999998
2015-04-06 00:00:00,0.486,0.24731551
2015-04-06 03:00:00,0.488,0.2471231
2015-04-06 06:00:00,0.492,0.2463025
2015-04-06 09:00:00,0.494,0.24485166
2015-04-06 12:00:00,0.495,0.24209009999999997
2015-04-06 15:00:00,0.494,0.24016316
2015-04-06 18:00:00,0.494,0.24025059999999998
2015-04-06 21:00:00,0.495,0.23986284
2015-04-07 00:00:00,0.495,0.23929787
2015-04-07 03:00:00,0.494,0.23913525
2015-04-07 06:00:00,0.494,0.23940988
2015-04-07 09:00:00,0.494,0.23941548
2015-04-07 12:00:00,0.493,0.23936807
2015-04-07 15:00:00,0.493,0.23921484
2015-04-07 18:00:00,0.493,0.24082582
2015-04-07 21:00:00,0.493,0.24102636
2015-04-08 00:00:00,0.493,0.24075417
2015-04-08 03:00:00,0.493,0.24115212
2015-04-08 06:00:00,0.494,0.2517192
2015-04-08 09:00:00,0.495,0.25070524
2015-04-08 12:00:00,0.496,0.24903916
2015-04-08 15:00:00,0.495,0.24729998
2015-04-08 18:00:00,0.495,0.24628496
2015-04-08 21:00:00,0.498,0.24527271
2015-04-09 00:00:00,0.498,0.24375284
2015-04-09 03:00:00,0.498,0.2422018
2015-04-09 06:00:00,0.498,0.23510899
2015-04-09 09:00:00,0.498,0.23521109
2015-04-09 12:00:00,0.498,0.23618644
2015-04-09 15:00:00,0.497,0.24452911
2015-04-09 18:00:00,0.497,0.24418737
2015-04-09 21:00:00,0.497,0.24344118
2015-04-10 00:00:00,0.498,0.24241358
2015-04-10 03:00:00,0.498,0.24222106
2015-04-10 06:00:00,0.498,0.24205409
2015-04-10 09:00:00,0.498,0.2417639
2015-04-10 12:00:00,0.498,0.24142766
2015-04-10 15:00:00,0.497,0.24136907
2015-04-10 18:00:00,0.496,0.23680848
2015-04-10 21:00:00,0.496,0.23678257
2015-04-11 00:00:00,0.496,0.23686267
2015-04-11 03:00:00,0.496,0.23672925
2015-04-11 06:00:00,0.496,0.23175128
2015-04-11 09:00:00,0.496,0.23189606
2015-04-11 12:00:00,0.495,0.23182718
2015-04-11 15:00:00,0.495,0.2321185
2015-04-11 18:00:00,0.488,0.26673847
2015-04-11 21:00:00,0.492,0.26203284
2015-04-12 00:00:00,0.496,0.25690046
2015-04-12 03:00:00,0.499,0.25300032
2015-04-12 06:00:00,0.501,0.2486009
2015-04-12 09:00:00,0.501,0.24697039999999998
2015-04-12 12:00:00,0.501,0.2450683
2015-04-12 15:00:00,0.5,0.23497206
2015-04-12 18:00:00,0.496,0.24542631
2015-04-12 21:00:00,0.512,0.30072668
2015-04-13 00:00:00,0.523,0.27976290000000004
2015-04-13 03:00:00,0.494,0.26972178
2015-04-13 06:00:00,0.487,0.26488385
2015-04-13 09:00:00,0.484,0.26095712
2015-04-13 12:00:00,0.483,0.25643072
2015-04-13 15:00:00,0.484,0.25242946
2015-04-13 18:00:00,0.484,0.24951392
2015-04-13 21:00:00,0.486,0.24770582
2015-04-14 00:00:00,0.486,0.24573964
2015-04-14 03:00:00,0.485,0.24371146
2015-04-14 06:00:00,0.483,0.25347713
2015-04-14 09:00:00,0.483,0.25823003
2015-04-14 12:00:00,0.483,0.25578263
2015-04-14 15:00:00,0.483,0.25287667
2015-04-14 18:00:00,0.482,0.25043446
