date_time,soil moisture,SoilMoi0_10cm_inst
2015-04-15 12:00:00,0.209,23.404
2015-04-15 15:00:00,0.207,23.22
2015-04-15 18:00:00,0.22,23.015
2015-04-15 21:00:00,0.218,22.921999
2015-04-16 00:00:00,0.216,22.791
2015-04-16 03:00:00,0.215,22.68
2015-04-16 06:00:00,0.214,22.566
2015-04-16 09:00:00,0.213,22.342
2015-04-16 12:00:00,0.208,22.011
2015-04-16 15:00:00,0.204,21.693
2015-04-16 18:00:00,0.201,21.546999
2015-04-16 21:00:00,0.199,21.508000000000003
2015-04-17 00:00:00,0.199,21.484
2015-04-17 03:00:00,0.199,21.467
2015-04-17 06:00:00,0.199,21.436
2015-04-17 09:00:00,0.2,21.27
2015-04-17 12:00:00,0.198,20.973000000000003
2015-04-17 15:00:00,0.195,20.704
2015-04-17 18:00:00,0.193,20.59
2015-04-17 21:00:00,0.192,20.574
2015-04-18 00:00:00,0.192,20.565
2015-04-18 03:00:00,0.192,20.570999999999998
2015-04-18 06:00:00,0.192,20.583000000000002
2015-04-18 09:00:00,0.194,20.477
2015-04-18 12:00:00,0.195,20.241
2015-04-18 15:00:00,0.193,20.022000000000002
2015-04-18 18:00:00,0.191,19.948
2015-04-18 21:00:00,0.191,19.945
2015-04-19 00:00:00,0.191,20.529
2015-04-19 03:00:00,0.19,22.175
2015-04-19 06:00:00,0.19,22.250999999999998
2015-04-19 09:00:00,0.191,22.055
2015-04-19 12:00:00,0.191,21.71
2015-04-19 15:00:00,0.189,21.467
2015-04-19 18:00:00,0.188,21.553
2015-04-19 21:00:00,0.188,21.785
2015-04-20 00:00:00,0.188,21.713
2015-04-20 03:00:00,0.187,21.649
2015-04-20 06:00:00,0.187,21.588
2015-04-20 09:00:00,0.189,21.384
2015-04-20 12:00:00,0.189,21.059
2015-04-20 15:00:00,0.188,20.733
2015-04-20 18:00:00,0.187,20.573
2015-04-20 21:00:00,0.187,20.526999999999997
2015-04-21 00:00:00,0.186,20.505
2015-04-21 03:00:00,0.186,20.49
2015-04-21 06:00:00,0.186,20.455
2015-04-21 09:00:00,0.188,20.305999999999997
2015-04-21 12:00:00,0.189,20.046999
2015-04-21 15:00:00,0.188,19.808
2015-04-21 18:00:00,0.186,19.699
2015-04-21 21:00:00,0.186,19.678998999999997
2015-04-22 00:00:00,0.185,19.673
2015-04-22 03:00:00,0.185,19.677
2015-04-22 06:00:00,0.185,19.682000000000002
2015-04-22 09:00:00,0.188,19.570999999999998
2015-04-22 12:00:00,0.188,19.351
2015-04-22 15:00:00,0.187,19.137
2015-04-22 18:00:00,0.185,19.052
2015-04-22 21:00:00,0.185,19.059
2015-04-23 00:00:00,0.184,19.08
2015-04-23 03:00:00,0.184,19.119
2015-04-23 06:00:00,0.184,19.146
2015-04-23 09:00:00,0.185,19.096
2015-04-23 12:00:00,0.186,19.011
2015-04-23 15:00:00,0.187,18.945999999999998
2015-04-23 18:00:00,0.186,18.914
2015-04-23 21:00:00,0.186,18.919
