date_time,soil moisture,SoilMoi0_10cm_inst
2015-04-01 00:00:00,0.197,25.078000000000003
2015-04-01 03:00:00,0.196,24.68
2015-04-01 06:00:00,0.196,24.381999999999998
2015-04-01 09:00:00,0.196,24.035999999999998
2015-04-01 12:00:00,0.196,23.649
2015-04-01 15:00:00,0.196,23.259
2015-04-01 18:00:00,0.196,23.076
2015-04-01 21:00:00,0.195,22.997
2015-04-02 00:00:00,0.195,22.909000000000002
2015-04-02 03:00:00,0.194,22.86
2015-04-02 06:00:00,0.194,22.826999999999998
2015-04-02 09:00:00,0.194,22.660999999999998
2015-04-02 12:00:00,0.193,22.354
2015-04-02 15:00:00,0.193,22.096999999999998
2015-04-02 18:00:00,0.192,21.984
2015-04-02 21:00:00,0.192,21.963
2015-04-03 00:00:00,0.192,21.963
2015-04-03 03:00:00,0.192,21.929000000000002
2015-04-03 06:00:00,0.191,21.906
2015-04-03 09:00:00,0.191,21.761
2015-04-03 12:00:00,0.191,21.524
2015-04-03 15:00:00,0.191,21.291
2015-04-03 18:00:00,0.19,21.204
2015-04-03 21:00:00,0.19,21.21
2015-04-04 00:00:00,0.19,21.198
2015-04-04 03:00:00,0.189,21.177
2015-04-04 06:00:00,0.188,21.162
2015-04-04 09:00:00,0.188,21.039998999999998
2015-04-04 12:00:00,0.188,20.819000000000003
2015-04-04 15:00:00,0.188,20.625
2015-04-04 18:00:00,0.187,20.543000000000003
2015-04-04 21:00:00,0.187,20.539998999999998
2015-04-05 00:00:00,0.187,20.66
2015-04-05 03:00:00,0.186,20.641
2015-04-05 06:00:00,0.185,20.644000000000002
2015-04-05 09:00:00,0.185,20.565
2015-04-05 12:00:00,0.185,20.389
2015-04-05 15:00:00,0.184,20.303
2015-04-05 18:00:00,0.184,20.309
2015-04-05 21:00:00,0.184,20.339000000000002
2015-04-06 00:00:00,0.184,20.366
2015-04-06 03:00:00,0.183,20.399
2015-04-06 06:00:00,0.182,20.42
2015-04-06 09:00:00,0.182,20.345
2015-04-06 12:00:00,0.182,20.146
2015-04-06 15:00:00,0.182,19.952
2015-04-06 18:00:00,0.182,19.874000000000002
2015-04-06 21:00:00,0.182,19.883
2015-04-07 00:00:00,0.181,21.487
2015-04-07 03:00:00,0.18,23.214000000000002
2015-04-07 06:00:00,0.18,25.982
2015-04-07 09:00:00,0.182,25.737999
2015-04-07 12:00:00,0.186,24.901999999999997
2015-04-07 15:00:00,0.188,24.285999999999998
2015-04-07 18:00:00,0.188,23.86
2015-04-07 21:00:00,0.188,23.581
2015-04-08 00:00:00,0.188,23.374000000000002
2015-04-08 03:00:00,0.188,23.243000000000002
2015-04-08 06:00:00,0.187,23.083000000000002
2015-04-08 09:00:00,0.191,22.815
2015-04-08 12:00:00,0.224,22.537
2015-04-08 15:00:00,0.219,22.204
2015-04-08 18:00:00,0.216,22.041
2015-04-08 21:00:00,0.214,21.998
2015-04-09 00:00:00,0.216,21.95
2015-04-09 03:00:00,0.213,21.909000000000002
2015-04-09 06:00:00,0.211,21.869999
2015-04-09 09:00:00,0.208,21.708000000000002
2015-04-09 12:00:00,0.207,21.419
2015-04-09 15:00:00,0.206,21.18
2015-04-09 18:00:00,0.205,21.1
2015-04-09 21:00:00,0.204,21.103
2015-04-10 00:00:00,0.204,21.11
2015-04-10 03:00:00,0.206,21.128
2015-04-10 06:00:00,0.205,21.143
2015-04-10 09:00:00,0.204,21.063000000000002
2015-04-10 12:00:00,0.203,20.896
2015-04-10 15:00:00,0.203,20.678998999999997
2015-04-10 18:00:00,0.202,20.596999999999998
2015-04-10 21:00:00,0.201,20.611
2015-04-11 00:00:00,0.201,20.624000000000002
2015-04-11 03:00:00,0.2,20.654
2015-04-11 06:00:00,0.2,20.685
2015-04-11 09:00:00,0.202,20.572
2015-04-11 12:00:00,0.202,20.292
2015-04-11 15:00:00,0.201,20.003
2015-04-11 18:00:00,0.201,19.894000000000002
2015-04-11 21:00:00,0.2,19.869
2015-04-12 00:00:00,0.199,20.761
2015-04-12 03:00:00,0.199,21.386999999999997
2015-04-12 06:00:00,0.198,22.125999999999998
2015-04-12 09:00:00,0.197,22.247
2015-04-12 12:00:00,0.197,21.905
2015-04-12 15:00:00,0.196,21.671
2015-04-12 18:00:00,0.196,21.528000000000002
2015-04-12 21:00:00,0.195,21.465
2015-04-13 00:00:00,0.194,21.409000000000002
2015-04-13 03:00:00,0.193,21.348999
2015-04-13 06:00:00,0.193,21.294
2015-04-13 09:00:00,0.192,21.109
2015-04-13 12:00:00,0.192,20.83
2015-04-13 15:00:00,0.192,20.56
2015-04-13 18:00:00,0.191,20.442999999999998
2015-04-13 21:00:00,0.191,20.423
2015-04-14 00:00:00,0.19,21.269000000000002
2015-04-14 03:00:00,0.189,25.576
2015-04-14 06:00:00,0.188,25.774
2015-04-14 09:00:00,0.188,25.309
2015-04-14 12:00:00,0.188,24.677
2015-04-14 15:00:00,0.188,24.246
2015-04-14 18:00:00,0.188,24.174
2015-04-14 21:00:00,0.187,24.004
2015-04-15 00:00:00,0.186,24.463
2015-04-15 03:00:00,0.185,24.532999
2015-04-15 06:00:00,0.184,24.639
2015-04-15 09:00:00,0.184,24.405
2015-04-15 12:00:00,0.184,24.133000000000003
2015-04-15 15:00:00,0.184,24.058000000000003
2015-04-15 18:00:00,0.183,23.78
2015-04-15 21:00:00,0.183,23.695
2015-04-16 00:00:00,0.182,23.49
2015-04-16 03:00:00,0.18,23.336
2015-04-16 06:00:00,0.18,23.171999
2015-04-16 09:00:00,0.179,22.884
2015-04-16 12:00:00,0.179,22.476
2015-04-16 15:00:00,0.179,22.101
2015-04-16 18:00:00,0.179,21.927
2015-04-16 21:00:00,0.178,21.881
2015-04-17 00:00:00,0.178,21.85
2015-04-17 03:00:00,0.176,21.839000000000002
2015-04-17 06:00:00,0.176,21.814
2015-04-17 09:00:00,0.176,21.625
2015-04-17 12:00:00,0.176,21.295
2015-04-17 15:00:00,0.175,20.999000000000002
2015-04-17 18:00:00,0.176,20.878
2015-04-17 21:00:00,0.176,20.86
2015-04-18 00:00:00,0.174,20.859
2015-04-18 03:00:00,0.172,20.873
2015-04-18 06:00:00,0.172,20.840999999999998
2015-04-18 09:00:00,0.171,20.723000000000003
2015-04-18 12:00:00,0.171,20.464000000000002
2015-04-18 15:00:00,0.172,20.22
2015-04-18 18:00:00,0.171,20.125999999999998
2015-04-18 21:00:00,0.171,20.125999999999998
2015-04-19 00:00:00,0.171,20.262999999999998
2015-04-19 03:00:00,0.171,20.505
2015-04-19 06:00:00,0.171,20.532999
2015-04-19 09:00:00,0.17,20.417
2015-04-19 12:00:00,0.17,20.164
2015-04-19 15:00:00,0.17,19.937
2015-04-19 18:00:00,0.17,19.893
2015-04-19 21:00:00,0.17,19.948
2015-04-20 00:00:00,0.17,19.965
2015-04-20 03:00:00,0.169,19.985
2015-04-20 06:00:00,0.168,20.003
2015-04-20 09:00:00,0.168,19.879
2015-04-20 12:00:00,0.168,19.631
2015-04-20 15:00:00,0.168,19.375999999999998
2015-04-20 18:00:00,0.168,19.265
2015-04-20 21:00:00,0.168,19.265
2015-04-21 00:00:00,0.168,19.274
2015-04-21 03:00:00,0.168,19.28
2015-04-21 06:00:00,0.169,19.28
2015-04-21 09:00:00,0.17,19.169
2015-04-21 12:00:00,0.17,18.958
2015-04-21 15:00:00,0.171,18.758
2015-04-21 18:00:00,0.172,18.669
2015-04-21 21:00:00,0.172,18.659000000000002
2015-04-22 00:00:00,0.172,18.662
2015-04-22 03:00:00,0.172,18.68
2015-04-22 06:00:00,0.172,18.701
2015-04-22 09:00:00,0.172,18.612000000000002
2015-04-22 12:00:00,0.172,18.421
2015-04-22 15:00:00,0.172,18.232
2015-04-22 18:00:00,0.172,18.157999
2015-04-22 21:00:00,0.172,18.169
2015-04-23 00:00:00,0.171,18.194000000000003
2015-04-23 03:00:00,0.171,18.237000000000002
2015-04-23 06:00:00,0.17,18.271
2015-04-23 09:00:00,0.17,18.230999
2015-04-23 12:00:00,0.17,18.163
2015-04-23 15:00:00,0.17,18.107
2015-04-23 18:00:00,0.17,18.081
2015-04-23 21:00:00,0.17,18.093
2015-04-24 00:00:00,0.169,18.125
2015-04-24 03:00:00,0.168,18.156
2015-04-24 06:00:00,0.168,18.2
2015-04-24 09:00:00,0.168,18.461
2015-04-24 12:00:00,0.168,18.337
2015-04-24 15:00:00,0.168,18.192
2015-04-24 18:00:00,0.169,18.139
2015-04-24 21:00:00,0.169,18.164
2015-04-25 00:00:00,0.17,18.184
2015-04-25 03:00:00,0.17,18.222
2015-04-25 06:00:00,0.17,21.203000000000003
2015-04-25 09:00:00,0.17,22.494
2015-04-25 12:00:00,0.17,22.188000000000002
2015-04-25 15:00:00,0.171,21.964000000000002
2015-04-25 18:00:00,0.177,21.826999999999998
2015-04-25 21:00:00,0.186,21.711
2015-04-26 00:00:00,0.188,21.625999999999998
2015-04-26 03:00:00,0.188,21.546
2015-04-26 06:00:00,0.214,21.434
2015-04-26 09:00:00,0.21,21.23
2015-04-26 12:00:00,0.207,21.066999999999997
2015-04-26 15:00:00,0.206,20.844
2015-04-26 18:00:00,0.205,20.715
2015-04-26 21:00:00,0.204,20.671
2015-04-27 00:00:00,0.203,20.636
2015-04-27 03:00:00,0.202,20.615
2015-04-27 06:00:00,0.201,20.588
2015-04-27 09:00:00,0.2,20.414998999999998
2015-04-27 12:00:00,0.199,20.14
2015-04-27 15:00:00,0.199,19.902
2015-04-27 18:00:00,0.198,19.782999
2015-04-27 21:00:00,0.198,19.759
2015-04-28 00:00:00,0.197,19.758
2015-04-28 03:00:00,0.196,19.75
2015-04-28 06:00:00,0.195,19.730999
2015-04-28 09:00:00,0.194,19.595
2015-04-28 12:00:00,0.193,19.355
2015-04-28 15:00:00,0.193,19.123
2015-04-28 18:00:00,0.192,19.027
2015-04-28 21:00:00,0.192,19.022000000000002
2015-04-29 00:00:00,0.191,19.046
2015-04-29 03:00:00,0.19,19.084
2015-04-29 06:00:00,0.189,19.074
2015-04-29 09:00:00,0.189,18.954
2015-04-29 12:00:00,0.197,18.735
2015-04-29 15:00:00,0.218,18.529
2015-04-29 18:00:00,0.215,18.42
