date_time,soil moisture,swvl1
2015-05-06 15:00:00,0.174,0.29249674
2015-05-06 16:00:00,0.174,0.30549824
2015-05-06 17:00:00,0.173,0.29931474
2015-05-06 18:00:00,0.172,0.2945733
2015-05-06 19:00:00,0.172,0.2908932
2015-05-06 20:00:00,0.17,0.28795144
2015-05-06 21:00:00,0.169,0.28549418
2015-05-06 22:00:00,0.168,0.28449053
2015-05-06 23:00:00,0.168,0.2865094
2015-05-07 00:00:00,0.167,0.29180458
2015-05-07 01:00:00,0.168,0.30038762
2015-05-07 02:00:00,0.176,0.30389467
2015-05-07 03:00:00,0.182,0.3027295
2015-05-07 04:00:00,0.184,0.29877254
2015-05-07 05:00:00,0.186,0.29661524
2015-05-07 06:00:00,0.193,0.29534623
2015-05-07 07:00:00,0.193,0.29317740000000003
2015-05-07 08:00:00,0.195,0.2916546
2015-05-07 09:00:00,0.196,0.29433104
2015-05-07 10:00:00,0.195,0.2925083
2015-05-07 11:00:00,0.193,0.28985494
2015-05-07 12:00:00,0.191,0.28705159999999996
2015-05-07 13:00:00,0.19,0.28461742
2015-05-07 14:00:00,0.189,0.28263320000000003
2015-05-07 15:00:00,0.188,0.28062585
2015-05-07 16:00:00,0.186,0.27901077
2015-05-07 17:00:00,0.184,0.27747643
2015-05-07 18:00:00,0.183,0.27614975
2015-05-07 19:00:00,0.181,0.27511147
2015-05-07 20:00:00,0.179,0.27420008
2015-05-07 21:00:00,0.178,0.2733118
2015-05-07 22:00:00,0.177,0.2724581
2015-05-07 23:00:00,0.176,0.27165055
2015-05-08 00:00:00,0.176,0.27085456
2015-05-08 01:00:00,0.175,0.27011620000000003
2015-05-08 02:00:00,0.174,0.26941252
2015-05-08 03:00:00,0.174,0.2687434
2015-05-08 04:00:00,0.174,0.26810890000000004
2015-05-08 05:00:00,0.174,0.2674744
2015-05-08 06:00:00,0.173,0.2667707
2015-05-08 07:00:00,0.173,0.2657901
2015-05-08 08:00:00,0.172,0.26454416
2015-05-08 09:00:00,0.172,0.26309058
2015-05-08 10:00:00,0.172,0.2613486
2015-05-08 11:00:00,0.172,0.25952584
2015-05-08 12:00:00,0.172,0.25774926
2015-05-08 13:00:00,0.171,0.25589192
2015-05-08 14:00:00,0.17,0.2541499
2015-05-08 15:00:00,0.17,0.25273094
2015-05-08 16:00:00,0.168,0.25153115
2015-05-08 17:00:00,0.167,0.25066593
2015-05-08 18:00:00,0.166,0.25019294
2015-05-08 19:00:00,0.165,0.24999683
2015-05-08 20:00:00,0.164,0.24990453
2015-05-08 21:00:00,0.163,0.24983531
2015-05-08 22:00:00,0.162,0.24975456
2015-05-08 23:00:00,0.161,0.24966227
2015-05-09 00:00:00,0.161,0.24956998
2015-05-09 01:00:00,0.16,0.24950077
2015-05-09 02:00:00,0.16,0.25117353
2015-05-09 03:00:00,0.159,0.25187725
2015-05-09 04:00:00,0.159,0.25210798
2015-05-09 05:00:00,0.159,0.2539538
2015-05-09 06:00:00,0.159,0.26484412
2015-05-09 07:00:00,0.159,0.26667840000000004
2015-05-09 08:00:00,0.159,0.27268884
2015-05-09 09:00:00,0.158,0.28745538
2015-05-09 10:00:00,0.158,0.28802064
2015-05-09 11:00:00,0.159,0.29360425
2015-05-09 12:00:00,0.159,0.2913662
2015-05-09 13:00:00,0.159,0.29217374
2015-05-09 14:00:00,0.16,0.29036254
2015-05-09 15:00:00,0.161,0.28782454
2015-05-09 16:00:00,0.162,0.28477895
2015-05-09 17:00:00,0.163,0.2823217
2015-05-09 18:00:00,0.163,0.28016440000000004
2015-05-09 19:00:00,0.163,0.27829552
2015-05-09 20:00:00,0.162,0.27755716
2015-05-09 21:00:00,0.162,0.27618435
2015-05-09 22:00:00,0.162,0.27489227
2015-05-09 23:00:00,0.162,0.27366942
2015-05-10 00:00:00,0.162,0.27249270000000003
2015-05-10 01:00:00,0.163,0.27148905
2015-05-10 02:00:00,0.165,0.2705546
2015-05-10 03:00:00,0.167,0.27023159999999996
2015-05-10 04:00:00,0.168,0.2693433
2015-05-10 05:00:00,0.168,0.26847807
2015-05-10 06:00:00,0.168,0.2675436
2015-05-10 07:00:00,0.169,0.26652843
2015-05-10 08:00:00,0.168,0.26501715
2015-05-10 09:00:00,0.168,0.26318288
2015-05-10 10:00:00,0.168,0.26118708
2015-05-10 11:00:00,0.167,0.25909899999999997
2015-05-10 12:00:00,0.167,0.25703400000000004
2015-05-10 13:00:00,0.166,0.25504977
2015-05-10 14:00:00,0.166,0.2531924
2015-05-10 15:00:00,0.165,0.25164652
2015-05-10 16:00:00,0.164,0.2504006
2015-05-10 17:00:00,0.163,0.24950077
2015-05-10 18:00:00,0.162,0.24895854
2015-05-10 19:00:00,0.161,0.24870475
2015-05-10 20:00:00,0.159,0.24857785
2015-05-10 21:00:00,0.159,0.24843942
2015-05-10 22:00:00,0.158,0.24830098
2015-05-10 23:00:00,0.157,0.24818562
2015-05-11 00:00:00,0.156,0.24804717
2015-05-11 01:00:00,0.156,0.24786259
2015-05-11 02:00:00,0.156,0.24766648
2015-05-11 03:00:00,0.156,0.24740115
2015-05-11 04:00:00,0.155,0.24713579999999996
2015-05-11 05:00:00,0.155,0.24675511
2015-05-11 06:00:00,0.155,0.24625905
2015-05-11 07:00:00,0.154,0.2455784
2015-05-11 08:00:00,0.154,0.24464396
2015-05-11 09:00:00,0.154,0.24346724
2015-05-11 10:00:00,0.154,0.24209441
2015-05-11 11:00:00,0.154,0.24043319
2015-05-11 12:00:00,0.154,0.23863351
2015-05-11 13:00:00,0.154,0.23677616
2015-05-11 14:00:00,0.153,0.2350111
2015-05-11 15:00:00,0.153,0.23356906
2015-05-11 16:00:00,0.152,0.23247310000000002
2015-05-11 17:00:00,0.151,0.23174629999999996
2015-05-11 18:00:00,0.151,0.23149250000000002
2015-05-11 19:00:00,0.15,0.23212701
2015-05-11 20:00:00,0.15,0.23220776
2015-05-11 21:00:00,0.149,0.23233466
2015-05-11 22:00:00,0.149,0.23242696
2015-05-11 23:00:00,0.149,0.23254232
2015-05-12 00:00:00,0.148,0.2326346
2015-05-12 01:00:00,0.148,0.2327269
2015-05-12 02:00:00,0.148,0.23281918
2015-05-12 03:00:00,0.148,0.23289995
2015-05-12 04:00:00,0.148,0.23295763
2015-05-12 05:00:00,0.148,0.23519568
2015-05-12 06:00:00,0.148,0.23608398
