date_time,soil moisture,swvl1
2015-04-01 00:00:00,0.314,0.3059366
2015-04-01 01:00:00,0.312,0.30358320000000005
2015-04-01 02:00:00,0.309,0.301622
2015-04-01 03:00:00,0.307,0.30036455
2015-04-01 04:00:00,0.305,0.29936087
2015-04-01 05:00:00,0.303,0.29797652
2015-04-01 06:00:00,0.302,0.29716897
2015-04-01 07:00:00,0.302,0.29831108
2015-04-01 08:00:00,0.306,0.3014259
2015-04-01 09:00:00,0.316,0.3039985
2015-04-01 10:00:00,0.319,0.30598277
2015-04-01 11:00:00,0.316,0.3061212
2015-04-01 12:00:00,0.311,0.30537134
2015-04-01 13:00:00,0.308,0.30422923
2015-04-01 14:00:00,0.304,0.30311020000000005
2015-04-01 15:00:00,0.301,0.30275258
2015-04-01 16:00:00,0.298,0.30074525
2015-04-01 17:00:00,0.3,0.29844952
2015-04-01 18:00:00,0.3,0.29631528
2015-04-01 19:00:00,0.298,0.29449254
2015-04-01 20:00:00,0.296,0.29291207
2015-04-01 21:00:00,0.294,0.29141235
2015-04-01 22:00:00,0.292,0.2899472
2015-04-01 23:00:00,0.291,0.288609
2015-04-02 00:00:00,0.289,0.28736308
2015-04-02 01:00:00,0.287,0.28620943
2015-04-02 02:00:00,0.287,0.28512502
2015-04-02 03:00:00,0.285,0.28409829999999997
2015-04-02 04:00:00,0.283,0.28317538
2015-04-02 05:00:00,0.283,0.2822525
2015-04-02 06:00:00,0.282,0.28138724
2015-04-02 07:00:00,0.282,0.28063738
2015-04-02 08:00:00,0.282,0.28026822
2015-04-02 09:00:00,0.282,0.28036052
2015-04-02 10:00:00,0.282,0.28062585
2015-04-02 11:00:00,0.282,0.28094888
2015-04-02 12:00:00,0.281,0.28134109999999996
2015-04-02 13:00:00,0.281,0.28157184
2015-04-02 14:00:00,0.281,0.28152567
2015-04-02 15:00:00,0.281,0.28114498
2015-04-02 16:00:00,0.28,0.28056818
2015-04-02 17:00:00,0.28,0.279876
2015-04-02 18:00:00,0.279,0.27888387
2015-04-02 19:00:00,0.277,0.27803016
2015-04-02 20:00:00,0.276,0.27723417
2015-04-02 21:00:00,0.275,0.27650738
2015-04-02 22:00:00,0.275,0.27580366
2015-04-02 23:00:00,0.273,0.27513453
2015-04-03 00:00:00,0.273,0.27452309999999996
2015-04-03 01:00:00,0.273,0.27391168
2015-04-03 02:00:00,0.272,0.27334642
2015-04-03 03:00:00,0.272,0.27279267
2015-04-03 04:00:00,0.271,0.27227354
2015-04-03 05:00:00,0.27,0.27177745
2015-04-03 06:00:00,0.27,0.2712814
2015-04-03 07:00:00,0.269,0.27106220000000003
2015-04-03 08:00:00,0.27,0.27160442
2015-04-03 09:00:00,0.271,0.27218124
2015-04-03 10:00:00,0.271,0.27260807
2015-04-03 11:00:00,0.272,0.27355406
2015-04-03 12:00:00,0.272,0.2737848
2015-04-03 13:00:00,0.272,0.2737848
2015-04-03 14:00:00,0.272,0.27353099999999997
2015-04-03 15:00:00,0.272,0.2730234
2015-04-03 16:00:00,0.272,0.27238888
2015-04-03 17:00:00,0.271,0.27174285
2015-04-03 18:00:00,0.27,0.27101606
2015-04-03 19:00:00,0.269,0.27038157
2015-04-03 20:00:00,0.268,0.26981628
2015-04-03 21:00:00,0.268,0.26927406
2015-04-03 22:00:00,0.267,0.26876646
2015-04-03 23:00:00,0.266,0.26828194
2015-04-04 00:00:00,0.265,0.26780897
2015-04-04 01:00:00,0.264,0.26735905
2015-04-04 02:00:00,0.264,0.26692066
2015-04-04 03:00:00,0.263,0.26650536
2015-04-04 04:00:00,0.263,0.2661131
2015-04-04 05:00:00,0.262,0.2657324
2015-04-04 06:00:00,0.262,0.26536325
2015-04-04 07:00:00,0.262,0.26499408
2015-04-04 08:00:00,0.262,0.26479796
2015-04-04 09:00:00,0.262,0.26452109999999995
2015-04-04 10:00:00,0.264,0.26437113
2015-04-04 11:00:00,0.264,0.26452109999999995
2015-04-04 12:00:00,0.264,0.264648
2015-04-04 13:00:00,0.264,0.2645557
2015-04-04 14:00:00,0.264,0.26520175
2015-04-04 15:00:00,0.264,0.2650633
2015-04-04 16:00:00,0.263,0.26479796
2015-04-04 17:00:00,0.262,0.264175
2015-04-04 18:00:00,0.262,0.26362127
2015-04-04 19:00:00,0.261,0.26317134
2015-04-04 20:00:00,0.26,0.26275605
2015-04-04 21:00:00,0.259,0.26237532
2015-04-04 22:00:00,0.259,0.26200616
2015-04-04 23:00:00,0.258,0.2616601
2015-04-05 00:00:00,0.257,0.26133704
2015-04-05 01:00:00,0.257,0.2610025
2015-04-05 02:00:00,0.256,0.26069102
2015-04-05 03:00:00,0.255,0.26039106
2015-04-05 04:00:00,0.255,0.2601027
2015-04-05 05:00:00,0.255,0.2598258
2015-04-05 06:00:00,0.255,0.2595374
2015-04-05 07:00:00,0.255,0.2592259
2015-04-05 08:00:00,0.255,0.25898364
2015-04-05 09:00:00,0.256,0.25848758
2015-04-05 10:00:00,0.256,0.25801460000000004
2015-04-05 11:00:00,0.256,0.25731087
2015-04-05 12:00:00,0.257,0.25657254
2015-04-05 13:00:00,0.257,0.25589192
2015-04-05 14:00:00,0.257,0.2554189
2015-04-05 15:00:00,0.257,0.2551305
2015-04-05 16:00:00,0.256,0.25501513
2015-04-05 17:00:00,0.255,0.25486517
2015-04-05 18:00:00,0.255,0.25472670000000003
2015-04-05 19:00:00,0.255,0.25479594
2015-04-05 20:00:00,0.254,0.25466904
2015-04-05 21:00:00,0.254,0.25454214
2015-04-05 22:00:00,0.253,0.25441524
2015-04-05 23:00:00,0.253,0.25424218
2015-04-06 00:00:00,0.253,0.25409222
2015-04-06 01:00:00,0.253,0.25390765
2015-04-06 02:00:00,0.253,0.2537346
2015-04-06 03:00:00,0.252,0.25355002
2015-04-06 04:00:00,0.251,0.25338852
2015-04-06 05:00:00,0.251,0.25320393
2015-04-06 06:00:00,0.251,0.25305396
2015-04-06 07:00:00,0.251,0.25285783
2015-04-06 08:00:00,0.251,0.25258097
2015-04-06 09:00:00,0.252,0.2520849
2015-04-06 10:00:00,0.252,0.25126582
2015-04-06 11:00:00,0.252,0.25022757
